SCHOOL,PROGRAM,DEGREE,ONLINE,ONCAMPUS,COUNTRY,STATE,CITY,DEPARTMENT,URL
        "Chaitanya Bharati Institute of Technology",
        "Chaityana Institute of Science and Technology",
        "Chamelidevi Institute of Technology and Management",
        "Chandigarh Engineering College",
        "Chandra Shekhar Azad University of Agriculture and Technology",
        "Chaudhary Charan Singh Haryana Agricultural University",
        "Chaudhary Charan Singh University",
        "Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishwavidyalaya",
        "Chennai Mathematical Institute",
        "Cherraans Arts and Science College",
        "Chettinad College of Engineering and Technology",
        "Chhattisgarh Swami Vivekanand Technical University",
        "Chhatrapati Shahu Ji Maharaj University",
        "Chhatrapati Shivaji Institute of Technoloty",
        "Chikhli College",
        "Chinmaya Institute of Technology",
        "Chitkara Educational Trust",
        "Chouksey Engineering College",
        "Christ College",
        "Christ University",
        "Christu Jayanthi Jubilee College",
        "Co-operative Institute of Technology - Vadakara",
        "Cochin University of Science and Technology - Kerala",
        "Coimbatore Institute of Engineering and Technology",
        "Coimbatore Institute of Technology",
        "College of Engineering and Management",
        "College of Engineering and Technology",
        "College of Engineering Kallooppara",
        "College Of  Engineering Karunagapally",
        "College of Engineering Poonjar",
        "College of Engineering Roorkee",
        "College of Engineering Thalassery",
        "College of Engineering Trivandrum",
        "College of Engineering",
        "College of Technology And Engineering",
        "Cummins College of Engineering for Women",
        "D. G. Ruparel College",
        "D.G. Vaishnav College - Chennai",
        "D.N.R College",
        "DAV College of Engineering and Technology",
        "DAV Institute of Engineering and Technology",
        "DB Pampa College",
        "DES Navinchandra Mehta Institute of Technology and Development",
        "DMCE Online",
        "DRK Institute of Science and Technology",
        "DVR college of Engineering and Technology",
        "Dadi Institute of Engineering and Technology",
        "Dakshina Bharat Hindi Prachar Sabha",
        "Darda Engineering College Yavatmal",
        "Dayalbagh Educational Institute",
        "Dayananda Sagar Institutions",
        "Deccan College of Engineering and Technology",
        "Deenbandhu Chhotu Ram University of Science and Technology",
        "Deendayal Upadhyay Gorakhpur University",
        "Deepshikha College of Technical Education",
        "Dehradun Institute of Technology",
        "Delhi College of Engineering",
        "Delhi University",
        "Delhi Vishwavidyalaya",
        "Deogiri College Aurangabad",
        "Dev Sanskriti Vishwavidyalaya",
        "Devanga Arts College",
        "Devi Ahilya Vishwavidyalaya",
        "Devineni Venkata Ramana and Dr. HS Mic College of Technology",
        "Dhanalakshmi College of Engineering",
        "Dharmsinh Desai University",
        "Dhirubhai Ambani Institute of Information and Communication Technology (DA-IICT)",
        "Dhruva College of Management",
        "Dibrugarh University",
        "Dnyaneswar Vidyapeeth IST ",
        "Doctor B.R. Ambedkar Open University",
        "Doctor Babasaheb Ambedkar Technological University",
        "Doctor Balasaheb Sawant Konkan Krishi Vidyapeeth",
        "Doctor Bhim Rao Ambedkar University",
        "Doctor Harisingh Gour Vishwavidyalaya",
        "Doctor Panjabrao Deshmukh Krishi Vidyapeeth",
        "Doctor Ram Manohar Lohia Awadh University",
        "Doctor Yashwant Singh Parmar University of Horticulture and Forestry",
        "Don Bosco Institute of Technology",
        "Dr G R Damodaran College of Science",
        "Dr MGR College",
        "Dr Mahalingam College of Engineering and Technology",
        "Dr Paul Raj Engineering College",
        "Dr. B.C. Roy Engineering College",
        "Dr. Babasaheb Ambedkar Marathwada University",
        "Dr. D. Y. Patil College of Engineering",
        "Dr. D. Y. Patil Institute Of Management and Research",
        "Dr. Kedar Nath Modi Institute of Engineering and Technology",
        "Dr. M.G.R Engineering College",
        "Dr. Navalar Nedunchezhian College Of Engineering",
        "Dr. Pauls Engineering College",
        "Dr. Ram Manohar Lohia Institute",
        "Dr. Sivanthi Aditanar College of Engineering",
        "Dr. T. Thimmaiah Institute of Technology",
        "Dr.M.G.R University",
        "Dravidian University",
        "Dronacharya College of Engineering",
        "Durgapur Institute of Advanced Technology and Management",
        "ERandDCI Institute of Technology",
        "East Point College of Engineering and Technology",
        "Easwari Engineering College",
        "Einstein College of Engineering",
        "Engineering College Ajmer",
        "Engineering College in Patiala",
        "Engineering College of Kota",
        "Engineering College",
        "Erode Sengunthar Engineering College",
        "Ethiraj College",
        "FET",
        "FORE School of Management",
        "Faculdades Integradas Logatti",
        "Fakir Mohan University",
        "Farah Institute of Computer Science",
        "Federal Institute of Science and Technology",
        "Fergusson College - Pune",
        "Feroz Gandhi Institute of Engineering and Technology",
        "Forest Research Institute",
        "Forte Institute of Technology",
        "Fr. Conceicao Rodrigues College of Engineering",
        "Future Institute of Engineering and Management",
        "Gujarat Forensic Science University",
        "G H Raisoni Institute of Information Technology",
        "G. B. Pant Engineering College - Uttar Pradesh",
        "G. D. Goenka World Institute - Lancaster University",
        "G. Narayanamma Institute of Technology and Science",
        "G. Pulla Reddy Engineering College",
        "G. Pullaiah College of Engineering and Technology",
        "G.H. Patel College of Engineering and Technology",
        "G.V.M. Institute of Technology and Management - GVMITM",
        "GATES Institute of Technology",
        "GLA Institute of Technology and Management",
        "GLS Institute of Computer Technology",
        "GMR Institute of Technology (GMRIT)",
        "Gnanamani College Of Engineering",
        "GS Medical College",
        "GVP College of Engineering",
        "Galgotia Institute of Management and Technology",
        "Galgotias College of Engineering and Technology",
        "Ganadipathy Tulsis Engineering College",
        "Gandhi Institute for Technology",
        "Gandhi Institute of Engineering and Technology (GIET)",
        "Gandhi Institute of Engineering and Technology",
        "Gandhi Institute of Technology and Management",
        "Gandhigram Rural Institute",
        "Ganpat University",
        "Garden City College",
        "Gauhati University",
        "Gauthami Degree College For Women",
        "Gayatri Vidya Parishad College of Engineering",
        "Geeta Institute Of Management And Technology",
        "Geetanjali Institute of Technical Studies",
        "Gitam Institute of Technology and Science",
        "Gitam University",
        "Gitarattan International Business School",
        "Global Academy of Technology",
        "Global Institute of Management and Technology (GIMT)",
        "Global Institute of Technology",
        "Goa Institute of Management",
        "Goa University",
        "Godavari Institute of Engineering and Technology",
        "Gogte Institute of Technology",
        "Gojan School of Business and Technology",
        "Gokaraju Rangaraju Institute of Engineering and Technology",
        "Gokhale Institute of Politics and Economics",
        "Gopal Ramalingam Memorial Engineering College",
        "Government College Of Engineering - Pune",
        "Government College of Arts",
        "Government College of Engineering",
        "Government College of Engineering Auranagabd",
        "Government College of Engineering and Ceramic Technology",
        "Government College of Engineering and Leather Technology",
        "Government College of Engineering",
        "Government Engineering College",
        "Government College of Technology",
        "Government Engineering College Ajmer",
        "Government Polytechnic Institute",
        "Government Polytechnic",
        "Govind Ballabh Pant Krishi Evam Praudyogik Vishwavidyalaya",
        "Govt. Mahila Engineering College",
        "Graphic Era Institute of Technology",
        "Great Lakes Institute of Management",
        "Greater Noida Institute of Technology",
        "Gudlavalleru Engineering College",
        "Gujarat Agricultural University",
        "Gujarat Ayurved University",
        "Gujarat University",
        "Gujarat Vidyapith",
        "Gulbarga University",
        "Gulzar Group Of Institutes",
        "Gurgaon Institute of Technology and Management",
        "Guru Ghasidas University",
        "Guru Gobind Singh College of Engineering and Technology",
        "Guru Gobind Singh Indraprastha University",
        "Guru Jambeshwar University",
        "Guru Nanak Dev University",
        "Guru Nanak Enginerring College",
        "Guru Ramdas Khalsa Institite of Technology",
        "Guru Tegh Bahadur Institute of Technology-GTBIT",
        "Gurukula Kangri Vishwavidyalaya",
        "Gurunanak Institute of Technology",
        "Gyan Ganga Institute of Technology and Sciences",
        "Gyan Vihar School of Engineering and Technology",
        "H.K.R.H. College",
        "HKBK College of Engineering",
        "HMS Institute of Technology",
        "Haldia Insitute of Technology",
        "Harcourt Butler Technological Institute - Kanpur",
        "Hemchandracharya North Gujarat University",
        "Hemwati Nandan Bahuguna Garhwal University",
        "Heritage Institute of Technology",
        "Hi-Point College of Engineering and Technology",
        "Himachal Pradesh University",
        "Hindustan College of Engineering",
        "Hindustan College of Science and Technology",
        "Hitkarini College of Engineering and Technology",
        "Holy Mary Institute of Technology and Science",
        "Hyderabad Central University",
        "IBS Ahmedabad",
        "IBS Hyderabad",
        "ICFAI Business School",
        "ICFAI National College",
        "ICFAI School of Information Technology",
        "ICFAI University",
        "IEC College of Engineering and Technology",
        "IMPS College of Engineering and Technology - IMPSCET",
        "IMS College Of Engineering",
        "INMANTEC Integrated Academy of Management and Technology",
        "Ilahia College of Engineering and Technology",
        "India Business School ",
        "Indian Agricultural Research Institute",
        "Indian Association for the Cultivation of Science",
        "Indian Business Academy",
        "Indian Institute of Foreign Trade",
        "Indian Institute of Information Management",
        "Indian Institute of Information Technology",
        "Indian Institute of Information Technology - IIIT Allahabad",
        "Indian Institute of Information Technology - IIIT Bangalore",
        "Indian Institute of Information Technology - IIIT Hyderabad",
        "Indian Institute of Information Technology - IIIT Kolkata",
        "Indian Institute of Information Technology - IIIT Pune",
        "Indian Institute of Information Technology Jabalpur",
        "Indian Institute of Information Technology and Management - Kerala",
        "Indian Institute of Information Technology and Management",
        "Indian Institute of Management",
        "Indian Institute of Rural Management",
        "Indian Institute of Science",
        "Indian Institute of Science and Information Technology",
        "Indian Institute of Science - IISc Bangalore",
        "Indian Institute of Science Education and Research Pune",
        "Indian Institute of Space Science and Technology",
        "Indian Institute of Social Welfare and Business Management",
        "Indian Institute of Technology - IIT Bhubaneswar",
        "Indian Institute of Technology - IIT Bombay",
        "Indian Institute of Technology - IIT Delhi",
        "Indian Institute of Technology - IIT Guwahati",
        "Indian Institute of Technology - IIT Kanpur",
        "Indian Institute of Technology - IIT Kharagpur",
        "Indian Institute of Technology - IIT Madras",
        "Indian Institute of Technology - IIT Powaii",
        "Indian Institute of Technology - IIT Roorkee",
        "Indian Institute of Technology - IIT Patna",
        "Indian Institute of Technology - IIT Ropar",
        "Indian Institute of Technology - IIT Hyderabad",
        "Indian Institute of Technology - IIT Gandhinagar",
        "Indian Institute of Technology - IIT Rajasthan",
        "Indian Institute of Technology - IIT Mandi",
        "Indian Institute of Technology - IIT Indore",
        "Indian Institute of Technology - IIT BHU",
        "Indian School of Business",
        "Indian School of Mines - Dhanbad",
        "Indian Statistical Institute",
        "Indira College of Engineering and Management",
        "Indira Gandhi Institute of Development and Research",
        "Indira Gandhi Institute of Technology",
        "Indira Gandhi Krishi Vishwavidyalaya",
        "Indira Gandhi National Open University",
        "Indira Gandhi Rashtriya Mukta Vishwavidyalaya",
        "Indira Institute of Management",
        "Indraprastha Institute of Information Technology",
